title,subtitle,
MEC estuda punição a aluno que tiver nota baixa no Enade,"<p class=""text"">
	O <strong>Ministério da Educação</strong> quer criar mecanismos para que seja possível punir o aluno que tem um desempenho muito abaixo da média no <strong>Exame Nacional de Desempenho dos Estudantes</strong> (Enade). A proposta foi apresentada nesta sexta-feira, 4, pelo ministro da Educação,<strong> Abraham Weintraub</strong>.
</p>",
"'Espécie de chamado', diz Angélica sobre candidatura de Huck","<p class=""text"" dir=""ltr"">
	A <strong>apresentadora de televisão Angélica</strong>, mulher do <strong>apresentador e empresário Luciano Huck</strong>, afirmou que uma eventual candidatura do marido para a presidência da República é um ""chamado"". ""Não posso dizer que acho muito legal Luciano sair candidato, não seria verdade, mas tem uma hora que você não está mais no controle. É uma espécie de chamado"", disse em entrevista à revista <em>Marie Claire</em>.
</p>",
"Bolsonaro ""adverte"" STF sobre mensagens da Vaza Jato","<p class=""text"">
	O presidente <strong>Jair Bolsonaro</strong> afirmou nesta sexta-feira (4) que considera errada a eventual utilização em processos judiciais de mensagens vazadas atribuídas a integrantes da operação <strong>Lava Jato</strong>. Para ele, os dados foram obtidos por meio de quebra de sigilo de forma ilegal.
</p>",
,,
"Terra terá estúdio, transmissão e cobertura especial na BGS","<p class=""text"">
	A <strong>Brasil Game Show </strong>está chegando e o <strong>Terra </strong>traz uma novidade exclusiva: a partir da próxima quarta-feira (9/10), a nossa equipe estará em peso na <strong>maior feira de games da América Latina</strong> para produzir entrevistas exclusivas com mais de 30 influenciadores, youtubers, gamers e outros convidados renomados direto do<strong> Estúdio Terra</strong>, montado dentro do Expo Center Norte, em São Paulo.
</p>",
Bombeiros localizam mais um corpo em Brumadinho,"<p class=""text"">
	Os bombeiros localizaram na manhã desta sexta-feira, 4, mais um corpo na área atingida pela lama da barragem da mineradora <strong>Vale </strong>que se rompeu em 25 de janeiro, em <strong>Brumadinho</strong>, Minas Gerais. As buscas na região entraram hoje em seu 253° dia. É o segundo corpo encontrado em cinco dias. O outro havia sido encontrado no domingo, 29.
</p>",
"PF indicia ministro do Turismo por esquema de ""laranjas""","<p class=""text"">
	A <strong>Polícia Federal (PF)</strong> indiciou o ministro <strong>Marcelo Álvaro Antônio</strong>, do <strong>Turismo</strong>, no inquérito da <strong>Operação Sufrágio Ostentação</strong> - investigação sobre suposto desvio de recursos por meio de candidaturas femininas laranjas nas eleições 2018. Na ocasião, <strong>Marcelo Álvaro</strong> ocupava o posto de presidente do PSL em Minas. A PF imputa ao ministro falsidade ideológica, associação criminosa e apropriação indébita.
</p>",
Bolsonaro sanciona nova lei das telecomunicações,"<p class=""text"">
	O presidente <strong>Jair Bolsonaro</strong> sancionou o novo marco legal das telecomunicações do país, informou o Diário Oficial da União desta sexta-feira, transformando em lei um projeto aprovado pelo Congresso em setembro com mudanças que eram bastante aguardadas pelo setor.
</p>",
BC fez comunicado inusual para justificar decisão suspeita,"<p class=""text"">
	A decisão dos membros do Comitê de Política Monetária (Copom) do Banco Central de agosto de 2011, que está sendo investigada pela polícia, não foi unânime. De sete dirigentes do BC, cinco votaram pelo corte da Selic (a taxa básica da economia) em 0,50 ponto porcentual, para 12,00% ao ano. Outros dois defenderam a manutenção dos juros, como esperava o mercado financeiro. Eles foram voto vencido. Para se justificar na época, o Copom decidiu publicar um comunicado mais extenso que o de costume.
</p>",
Eleições municipais 2020: saiba quem deve fazer biometria,"<p class=""text"" dir=""ltr"">
	Dados do Tribunal Superior Eleitoral (TSE) mostram que 73% dos eleitores brasileiros já realizaram o <strong>cadastramento biométrico</strong>. O processo, que começou em 2008, consiste em registrar as digitais, atualizar os dados, cadastrar a assinatura e tirar uma foto do eleitor. O objetivo é evitar possíveis fraudes.
</p>",
"Bolsonaro exalta auto de resistência, ação de PM com morte","<p class=""text"">
	O presidente Jair Bolsonaro afirmou nesta quinta-feira que as mortes cometidas pela polícia durante operações, os chamados autos de resistência, são uma prova de que as forças de segurança estão fazendo o seu trabalho, e defendeu que a legislação seja modificada para que os agentes não tenham medo de executar sua função.
</p>",
MP de Minas denuncia ministro do Turismo sobre candidaturas-laranjas,"<p class=""text"">Mulher de Moro é dispensada de cargo em programa do governo</p>",
"Red Hot Chili Peppers faz ""mesmo show"" pela terceira vez","<p class=""text"">
	O Red Hot Chili Peppers já pode começar a aplicar para a cidadania brasileira, tantas vezes a banda já esteve por aqui. O show da noite de quinta-feira, 3, foi a quarta participação do grupo no Rock in Rio, e o terceiro ano seguido da mesma turnê no Brasil.
</p>",
"Governo ""descobre"" ter fatia em 637 empresas","<p class=""text"">
	O governo federal ""descobriu"" ter mais empresas do que imaginava. São 637 companhias entre controladas pela União, subsidiárias, coligadas e participações, de acordo com balanço divulgado nesta quinta-feira, 3, pelo <strong>Ministério da Economia</strong>. Até então, o governo trabalhava com o número de 133 empresas estatais, que só considerava controladas e subsidiárias. Foi a primeira vez que as participações minoritárias foram incluídas no levantamento, o que acabou inflando o número.
</p>",
,"<p class=""text"">
	'<strong>Coringa'</strong>, cujo personagem homônimo ao filme é vivido por <strong>Joaquin Phoenix</strong>, chega às telas com forte apelo psicológico. O longa tem recebido opiniões diversas sobre o tratamento dado à saúde mental. Por outro lado, a atuação do protagonista já levanta a torcida pelo <strong>Oscar de 2020</strong>.
</p>",
"Papa defende solução para Amazônia ""antes que seja tarde""","<p class=""text"">
	O <strong>papa Francisco</strong> disse que os incêndios na <strong>Amazônia</strong> são um problema global que devem ser enfrentados por todos e defendeu que o Sínodo dos Bispos precisa propor soluções ""antes que seja tarde demais"". O pontífice participou nesta quinta-feira, 3, de uma audiência no Capítulo Geral da União Romana da Ordem de Santa Úrsula.
</p>",
Sudeste e Sul têm mais beneficiados com abono salarial,"<p class=""text"">
	A decisão do <strong>Senado Federal</strong> de manter inalteradas as regras do abono salarial vai beneficiar mais os trabalhadores do Sul e do Sudeste, segundo dados do Ministério da Economia obtidos pelo <em>Estadão/Broadcast</em>. Dos 8,3 milhões de trabalhadores formais que ganham entre R$ 1,4 mil e R$ 2 mil mensais e perderiam o benefício, caso o texto da Câmara tivesse sido aprovado no Senado, 4,2 milhões estão no Sudeste e 1,7 milhão no Sul - mais de dois terços dos afetados.
</p>",
Bolsonaro sanciona limite de gastos de campanha para eleição,"<p class=""text"">
	O presidente <strong>Jair Bolsonaro</strong> sancionou a lei que estabelece os limites de gastos de campanha para as eleições municipais de 2020. O texto foi publicado em edição extra do <strong>Diário Oficial da União (DOU)</strong> de quinta-feira, 3. Para que a regra seja válida no pleito do ano que vem, o Planalto precisava sancionar a norma até esta sexta-feira, 4, um ano antes do primeiro turno da eleição.
</p>",
"Demitido, presidente do Incra continua trabalhando no órgão","<p class=""text"">
	Demitido na terça-feira depois de uma reunião com a ministra da Agricultura, Tereza Cristina, o presidente do Instituto Nacional de Colonização e Reforma Agrária (<strong>Incra</strong>), general <strong>João Carlos Jesus Corrêa</strong>, continua trabalhando normalmente e seu afastamento até agora não foi oficializado pelo governo. Questionada pela <em>Reuters</em>, a assessoria do Incra confirmou que Corrêa está trabalhando normalmente. Sua demissão ainda não foi publicada no Diário Oficial.
</p>",
Governo quer dividir dinheiro do pré-sal com parlamentares,"<p class=""text"">
	Para acabar com a ""guerra"" entre <strong>Senado </strong>e <strong>Câmara</strong>, o <strong>governo </strong>propôs a divisão do dinheiro do <strong>megaleilão de petróleo</strong> também com senadores e deputados por meio do aumento de recursos para <strong>emendas parlamentares</strong>. Além de partilhar o bônus que será pago no leilão pelas empresas vencedoras, o governo ainda propõe dividir os recursos arrecadados no futuro com a exploração do pré-sal em três partes: Estados, municípios e Congresso.
</p>",
"Bolsonaro: ""Pretendemos ir atrás dos mandantes no caso Adélio""","<p class=""text"">
	O presidente <strong>Jair Bolsonaro</strong> afirmou nesta quinta, em transmissão ao vivo pelo Facebook, que pretende ""ir atrás dos mandantes"" da facada que levou em Juiz de Fora (MG) durante a corrida presidencial. Segundo o presidente, a <strong>Polícia Federal</strong> teve informações de que um dos advogados de <strong>Adélio Bispo</strong>, autor da facada, ""agiu de modo errado"" e, por isso, ""fez (<em>operação de</em>) busca e apreensão no escritório dele"".
</p>",
Witzel manda apurar denúncia grave contra PMs no caso Ágatha,"<p class=""text"">
	O governador do <strong>Rio</strong>, <strong>Wilson Witzel</strong> (PSC), afirmou pelo Twitter que vai apurar ""com rigor"" a denúncia de que um grupo de policiais militares invadiu o Hospital Getúlio Vargas, na Penha (zona norte do Rio), um dia após a morte da estudante <strong>Ágatha Félix</strong>, para exigir dos funcionários a entrega da bala que matou a menina, no Complexo do Alemão (zona norte do Rio).
</p>",
Caixa pede que Justiça decrete falência da Odebrecht,"<p class=""text"">
<strong>A Caixa Econômica Federal pediu a falência do conglomerado Odebrecht</strong>, de acordo com documentos judiciais vistos pela <em>Reuters</em>, no que pode ser um final dramático para a empresa envolvida em escândalos de corrupção. A Caixa também pede que os credores possam nomear uma nova administração tanto do conglomerado quanto de suas subsidiárias, caso o juiz não ordene a liquidação da empresa.
</p>",
"'Amazônia é um problema mundial', diz papa Francisco","<p class=""text"">
	O papa Francisco afirmou nesta quinta-feira (3) que os incêndios florestais na Amazônia são um ""problema mundial"".
</p>",
,,
"""Vai ser o novo Cunha"", diz Cid Gomes sobre líder do PP","<p class=""text"">
	Incomodado com uma articulação da Câmara para mudar os critérios de divisão dos recursos destinados a Estados e municípios, o <strong>senador Cid Gomes</strong> (PDT-CE) tem acusado o líder do PP na Câmara, <strong>Arthur Lira</strong> (AL), de ""achacador"". Em entrevista ao <em>Broadcast Político</em>, o pedetista comparou Lira ao ex-presidente da Câmara <strong>Eduardo Cunha</strong> (MDB-RJ), preso na Lava Jato, e disse que vai agir para ""denunciar"" movimentos do deputado e impedir que ele seja eleito presidente da Casa, em 2021.
</p>",
,,
Trump quer que China investigue pré-candidato democrata,"<p class=""text"">
	O presidente dos <strong>Estados Unidos</strong>, <strong>Donald Trump</strong>, disse nesta quinta-feira que deseja que a <strong>China </strong>também investigue <strong>Hunter Biden</strong>, filho do ex-vice-presidente e pré-candidato à Presidência, <strong>Joe Biden</strong>.
</p>",
Lula recebe título de cidadão honorário de Paris,"<p class=""text"">
	A cidade de Paris decidiu nesta quinta-feira (3) conceder cidadania honorária ao ex-presidente Luiz Inácio Lula da Silva, preso desde abril de 2018 por corrupção e lavagem de dinheiro, informou o jornal francês <em>Le Figaro</em>.
</p>",
Gastrite e mais 3 doenças que pioram com a má higiene bucal,"<p class=""text"">
	Mais uma vez já noticiamos por aqui problemas cardíacos que iniciaram com uma periodontite que evoluiu e as bactérias entraram no sangue agravando uma doença coronariana. Agora vamos listar outros casos que podem piorar só pelo paciente ter um mau hábito de saúde bucal:
</p>",
Caso Marielle: polícia cumpre cinco mandados de prisão,"<p class=""text"">
	A Polícia Civil e o Ministério Público do Rio de Janeiro cumprem hoje (3) cinco mandados de prisão em um desdobramento das investigações dos assassinatos da vereadora Marielle Franco (Psol-RJ) e do motorista Anderson Gomes, ocorridos em março do ano passado. Um dos mandados está sendo cumprido contra o policial reformado Ronnie Lessa, acusado de participar dos homicídios.
</p>",
"Faculdade no Rio, emprego em Brasília: o cargo na Câmara que Eduardo Bolsonaro ganhou aos 18 anos e não lembra","<p class=""text"">
	Aos 18 anos, três dias após ser aprovado para o curso de Direito da Universidade Federal do Rio de Janeiro (UFRJ), <strong>Eduardo Bolsonaro</strong> foi nomeado para um cargo comissionado de 40 horas semanais na liderança do então partido do pai na Câmara dos Deputados, o PTB, comandado por Roberto Jefferson.
</p>",
